OrderID,Date,CustomerID,ProductID,Region,Quantity,SalesAmount,Profit
O100856,2024-07-18,C0093,P048,East,1,933.4384911334427,133.35123968863934
O100857,2022-09-02,C0064,P029,East,8,4423.16996536556,979.2974187379774
O100858,2022-01-17,C0071,P013,North,1,412.96137018725386,53.72991003844172
O100859,2024-10-27,C0058,P049,East,5,4872.076176804213,924.6079038798623
O100860,2022-07-12,C0062,P017,East,9,4348.833196119857,520.9866194931321
O100861,2022-09-08,C0131,P015,North,5,1540.2869203461914,140.9844788074673
O100862,2023-02-20,C0026,P016,North,6,1559.5843998634778,255.1489665482747
O100863,2023-10-30,C0073,P001,North,9,8960.968739209438,935.1801668876125
O100864,2022-12-02,C0169,P044,East,6,4666.1335428957855,1281.4302809052435
O100865,2023-12-19,C0157,P019,East,2,935.5876354193254,117.79351596615682
O100866,2023-03-05,C0015,P003,East,5,4218.635042834855,840.9871058680317
O100867,2024-07-30,C0030,P040,South,3,1776.3765496891097,205.81180442231496
O100868,2023-01-19,C0048,P002,West,8,3085.2049301595616,353.2708218666243
O100869,2023-06-18,C0006,P012,East,9,6921.425050761271,952.7965920494192
O100870,2022-10-19,C0079,P028,West,9,6941.74738495353,1936.5298399090875
O100871,2024-12-08,C0173,P018,South,6,3300.9138375943294,488.12076730289647
O100872,2022-12-01,C0020,P029,East,3,421.9275189598402,107.7251069102512
O100873,2022-01-03,C0182,P014,West,8,1354.561903330407,134.54120900907142
O100874,2022-02-28,C0183,P004,East,4,3239.4981244045766,200.9861923812023
O100875,2024-04-22,C0122,P031,East,2,1682.2574767787837,412.85875572450107
O100876,2024-12-21,C0049,P009,West,2,1420.9215474389282,263.5365068252102
O100877,2022-11-13,C0048,P025,West,8,6841.293743007317,1203.5987503634537
O100878,2022-09-07,C0058,P037,West,7,5232.771063252956,617.7362759627798
O100879,2023-04-30,C0192,P044,North,7,6350.688109206171,432.35010705045147
O100880,2024-06-13,C0134,P029,South,1,235.35844535195227,40.17921913606907
O100881,2023-12-28,C0131,P021,West,4,1795.8695019767445,479.1498173683705
O100882,2023-05-05,C0062,P042,West,6,3106.198287010424,248.51295769284854
O100883,2023-06-12,C0008,P040,East,9,3311.07673754153,934.6928578289338
O100884,2024-11-29,C0187,P002,South,1,752.8298033344996,89.34755002886567
O100885,2023-05-29,C0178,P012,East,7,6448.364519941582,1180.3510281659758
O100886,2023-10-20,C0062,P032,North,6,2827.403876054092,188.3817175857926
O100887,2023-05-20,C0195,P038,East,1,947.3877681381699,148.04037437126345
O100888,2024-09-16,C0173,P032,West,5,2825.4600821482554,230.20286722498176
O100889,2024-07-11,C0100,P007,South,7,3991.848448941122,247.4684433325896
O100890,2024-09-01,C0132,P032,East,7,4481.3831062698655,1306.9479849539528
O100891,2024-04-17,C0084,P037,West,1,341.49795860739283,79.40634629322315
O100892,2023-01-27,C0001,P037,East,6,2670.1468033292,613.5047589599114
O100893,2024-12-29,C0125,P021,West,3,1793.7411227908356,130.29273156027853
O100894,2024-04-07,C0120,P046,South,6,5686.707582095613,1605.571547612025
O100895,2022-02-25,C0110,P040,East,7,4748.963244267876,794.8203427441358
O100896,2022-04-14,C0077,P038,South,2,799.6098041996771,210.35416440546052
O100897,2022-11-27,C0182,P038,West,4,437.6868639394095,23.26317730413791
O100898,2022-10-26,C0189,P031,East,3,2950.4972548107453,367.48921387880875
O100899,2022-12-31,C0091,P035,East,1,543.6861020365559,162.56854942024466
O100900,2024-03-13,C0187,P021,East,6,5667.873854986163,889.6267068397347
O100901,2023-05-23,C0048,P035,South,6,3566.464262709286,970.5183266374205
O100902,2023-04-07,C0152,P050,North,4,2579.6734968002393,340.51583641176774
O100903,2022-07-26,C0186,P035,East,5,3703.6051515678746,671.5831777126963
O100904,2022-05-18,C0083,P025,West,3,1166.634480893895,307.47207818124497
O100905,2023-11-14,C0194,P010,North,9,6561.770081467779,1321.9023107444473
O100906,2024-12-07,C0087,P024,East,2,1148.2254377324907,265.58234565499316
O100907,2023-11-26,C0028,P005,East,5,3526.15977312128,378.0335985244324
O100908,2024-02-19,C0050,P004,South,1,852.249934818856,75.82690053094917
O100909,2022-06-19,C0166,P025,South,2,531.6124344895711,57.18906398938903
O100910,2023-11-25,C0120,P023,East,5,3260.9790965109187,565.0042871018205
O100911,2024-07-28,C0133,P023,North,9,1322.1017617396762,330.84431973471834
O100912,2024-09-27,C0182,P010,South,3,575.7107401623996,79.73505242577724
O100913,2024-04-12,C0064,P007,West,1,707.1348121620283,135.20696608436182
O100914,2023-09-08,C0150,P022,South,1,163.8438866274875,41.15809473460128
O100915,2022-04-03,C0174,P014,South,4,2543.288007330306,278.9837310280472
O100916,2023-03-10,C0112,P033,East,8,2384.0907102899755,645.4780972729442
O100917,2023-06-16,C0166,P003,West,8,2989.4107652845855,861.7591693542086
O100918,2022-03-31,C0094,P013,North,2,433.3457038653675,25.889170425189874
O100919,2024-03-15,C0177,P038,South,4,1295.2029502222215,83.9003685542928
O100920,2024-05-25,C0168,P043,South,4,3356.6504253495805,244.1625159222708
O100921,2024-10-28,C0029,P040,South,1,674.9905650458747,164.82736499472122
O100922,2023-10-02,C0084,P016,South,7,6683.486706690985,650.5320743818436
O100923,2024-09-02,C0045,P047,West,5,719.3518490918987,166.47527989029987
O100924,2022-03-29,C0073,P035,East,4,3252.683189862647,521.4669731333673
O100925,2023-04-10,C0119,P008,East,5,3645.8473247574107,944.5068884207985
O100926,2023-01-01,C0020,P039,North,7,2343.6215227444773,590.9180430821269
O100927,2024-08-02,C0017,P042,South,3,2268.7500975885782,657.7461373265618
O100928,2023-05-09,C0011,P034,South,7,5214.255864462108,587.9566892352524
O100929,2022-12-30,C0058,P034,East,4,2053.6427310114777,220.3759716230591
O100930,2022-02-19,C0102,P024,South,4,2879.102627873352,166.63380500676132
O100931,2024-02-22,C0084,P003,North,9,4501.105314422029,686.8867827832735
O100932,2023-08-07,C0040,P044,West,7,2813.9372551645947,463.6406010169247
O100933,2022-12-26,C0139,P046,West,8,4158.734914425797,1210.7260843537076
O100934,2024-05-11,C0056,P010,East,1,905.6165333435122,233.37405118237368
O100935,2023-09-29,C0013,P032,West,5,2230.6270678709816,204.54388363826519
O100936,2022-06-15,C0127,P024,East,8,3706.5548776879796,925.2389043237471
O100937,2024-02-29,C0130,P031,East,5,3237.814524299226,306.2157265054905
O100938,2022-07-11,C0010,P040,West,8,6221.596223122074,432.03552738559625
O100939,2024-12-24,C0057,P042,North,8,6089.270194240326,1578.7692718515634
O100940,2022-08-14,C0009,P022,North,9,1060.3697139570738,311.73798135967775
O100941,2023-11-19,C0018,P012,West,1,718.6737997169679,51.76581229117985
O100942,2022-04-16,C0015,P015,East,7,3538.4905030232394,896.9408863195281
O100943,2023-11-10,C0013,P017,West,9,5145.128737191105,1362.4463593325663
O100944,2022-02-09,C0148,P026,East,5,3027.4850162434063,241.25693880264154
O100945,2024-04-24,C0191,P012,West,6,4551.285932384633,549.8561819629232
O100946,2023-03-20,C0071,P035,West,2,1696.3993704949635,395.9653300694221
O100947,2024-06-30,C0183,P039,West,9,6134.713651521112,1545.534175801531
O100948,2022-08-12,C0062,P040,North,1,607.5164987254011,84.13710475302265
O100949,2024-09-05,C0077,P026,South,6,2618.35397598859,235.60564368151498
O100950,2024-12-31,C0025,P013,West,6,1344.5423838525167,285.15877602539376
O100951,2022-04-30,C0053,P030,East,3,2888.1597404411327,651.2573517574338
O100952,2024-01-28,C0150,P032,North,6,3093.948378556661,544.2315946745633
O100953,2023-12-13,C0072,P006,South,3,1828.7730601429619,157.70473295925294
O100954,2024-06-24,C0131,P012,North,5,3879.8291274638773,1013.1075234681964
O100955,2022-11-04,C0089,P041,East,5,807.8471824092312,170.7114308545805
O100956,2024-02-01,C0084,P039,East,6,5217.05944862015,1394.4733616224435
O100957,2023-01-23,C0013,P045,East,2,1634.6463380163334,463.00093717524203
O100958,2022-10-03,C0081,P036,North,1,796.985723718857,200.38170828970294
O100959,2024-06-29,C0017,P024,South,8,958.2754884877404,277.5782499713958
O100960,2022-04-19,C0023,P046,West,8,4590.935730154983,1324.780781688208
O100961,2022-11-11,C0111,P013,East,5,744.2076682959657,152.4406252745092
O100962,2022-06-05,C0189,P016,East,2,1191.5706419251242,276.4962526034758
O100963,2024-01-28,C0145,P030,East,2,1493.2069872599404,335.75077733036125
O100964,2022-08-26,C0094,P018,North,5,1048.3261261629032,215.20463159493093
O100965,2023-08-29,C0149,P048,East,1,725.3947949295598,39.77977569713965
O100966,2024-07-24,C0116,P015,North,4,2018.3182455471058,280.4991498187485
O100967,2023-12-15,C0108,P031,North,7,5812.783463270265,436.07256490702997
O100968,2023-01-19,C0180,P030,North,9,5222.0704089804385,653.0970739610327
O100969,2022-11-04,C0137,P047,North,3,1207.5281467535515,81.07489089767397
O100970,2022-05-20,C0185,P008,West,1,398.7924070813377,111.66501413912447
O100971,2022-04-17,C0042,P011,East,1,907.7378680068256,147.80920725165
O100972,2023-02-20,C0085,P040,East,8,4060.6754090129525,395.270659454837
O100973,2023-01-25,C0086,P050,South,5,2325.8925372938943,456.3280392387216
O100974,2023-05-08,C0192,P008,North,1,135.88626006812402,13.468058659130591
O100975,2022-08-15,C0115,P011,West,1,427.8921446038615,107.44803085437457
O100976,2024-12-22,C0104,P019,East,1,864.6643494499823,109.3625544744671
O100977,2024-10-26,C0147,P038,West,2,1569.7777817586964,202.069893321215
O100978,2022-10-20,C0115,P004,South,1,298.8218825169398,79.93118881547026
O100979,2022-02-27,C0013,P032,North,9,4245.758648029377,805.8480532781459
O100980,2023-12-01,C0083,P035,South,8,2215.373667788592,602.1951135054608
O100981,2024-03-06,C0129,P042,South,8,7670.36108120989,1175.2681228546617
O100982,2023-09-01,C0191,P012,West,8,5106.448725455857,694.3847231996245
O100983,2023-01-05,C0132,P038,West,9,7010.273819643244,1237.6690957720468
O100984,2023-01-02,C0144,P012,East,8,5939.422277672809,388.27736434211363
O100985,2023-10-16,C0025,P034,East,8,7090.563416408601,627.8707576001315
O100986,2023-05-25,C0118,P042,North,4,3817.5800027636537,400.3893518188718
O100987,2024-10-30,C0067,P024,North,3,387.60466919445605,98.51721545830114
O100988,2023-04-09,C0113,P015,East,9,8799.939557189613,2054.343154848373
O100989,2022-06-11,C0095,P050,West,7,6184.417517567041,608.0941061745111
O100990,2022-03-28,C0176,P048,North,6,2667.91600696972,317.9806145689892
O100991,2023-11-01,C0131,P021,North,4,3413.4492732054537,976.4699565521462
O100992,2023-09-20,C0190,P033,West,6,4577.413104587127,327.05955615580564
O100993,2022-09-07,C0110,P015,South,9,7324.226451186503,1368.6326002325563
O100994,2024-02-28,C0121,P005,South,1,298.6219295551498,53.90178027691982
O100995,2024-05-24,C0112,P044,East,7,4785.951322194692,1107.5981378729512
O100996,2022-04-01,C0018,P021,West,3,369.9999146080852,42.6827624619864
O100997,2023-12-27,C0104,P023,West,3,2590.2186578926917,734.8273231407704
O100998,2022-05-18,C0089,P049,West,7,6691.570726597472,1021.439634217026
O100999,2022-07-22,C0061,P005,South,5,3479.5554828587956,422.52208062094957
O101000,2022-11-07,C0037,P045,South,5,2807.0134392920095,376.74991705780155
O101001,2023-08-08,C0059,P048,South,1,753.1579804267641,103.31865400936336
O101002,2022-12-26,C0188,P030,East,7,2756.0761158150867,274.8692682057197
O101003,2023-12-18,C0123,P008,East,6,3982.4940973877056,1123.1170192923678
O101004,2024-01-02,C0122,P030,North,7,5229.529517630599,490.10521083543324
O101005,2023-11-29,C0184,P047,South,7,1598.8889233314817,432.83227621676656
O101006,2023-06-27,C0052,P025,West,1,226.06120494693312,34.18775709183534
O101007,2022-10-05,C0040,P037,East,1,744.5243599428762,87.34694338052152
O101008,2024-01-31,C0191,P042,South,5,2443.0212237447317,243.3914574092845
O101009,2022-01-22,C0166,P035,North,8,7202.25078891848,1268.2125253126296
O101010,2023-12-03,C0175,P017,North,6,2284.469963646923,496.448758025788
O101011,2023-08-25,C0141,P017,South,1,138.1876635237801,37.94014955800301
O101012,2023-05-11,C0078,P045,South,3,2054.665278925103,437.87309942188364
O101013,2023-01-01,C0014,P047,West,6,4294.891823653936,734.0641099028522
O101014,2022-09-26,C0159,P035,West,6,3589.3946884850357,209.50943652136854
O101015,2024-09-08,C0058,P049,East,9,6434.994430126243,1794.4414813088906
O101016,2022-01-26,C0047,P005,South,4,2285.515640107822,629.8705365025464
O101017,2023-01-25,C0198,P050,South,4,2893.4781379565643,418.62622325183264
O101018,2024-02-24,C0014,P014,North,7,976.8056612977255,55.93058878373829
O101019,2023-01-19,C0044,P015,East,3,1294.672899596758,302.1020659114187
O101020,2023-02-23,C0147,P020,West,3,869.2056784749484,215.49366234980883
O101021,2022-05-02,C0176,P044,West,8,1515.1481980037165,281.23644093252966
O101022,2023-01-16,C0145,P007,East,2,621.3667450989294,93.651616823581
O101023,2024-12-24,C0099,P032,West,6,1633.0773373716563,429.14530399580866
O101024,2024-04-05,C0128,P014,North,4,3903.2729981017496,383.0246826412682
O101025,2024-03-18,C0187,P016,West,4,1431.5653037864658,228.89232835846715
O101026,2023-03-05,C0090,P028,West,2,615.7261462648871,34.555491960703044
O101027,2024-02-10,C0136,P024,East,9,7662.4835007788415,697.3061661843207
O101028,2024-08-19,C0008,P007,West,3,1431.6137866258653,408.307430944612
O101029,2022-04-13,C0125,P016,East,6,2875.913421626269,559.4250157166497
O101030,2023-10-20,C0114,P005,North,7,3494.6199381949564,878.5407511159567
O101031,2023-07-26,C0098,P043,South,7,3324.167388559872,570.510572198272
O101032,2023-03-29,C0094,P006,West,4,1575.6356378518542,407.62761365926735
O101033,2024-07-07,C0006,P032,South,2,715.4109965986216,132.1633303495121
O101034,2023-08-31,C0006,P048,West,3,2681.2911265106914,137.10628900141566
O101035,2024-03-21,C0145,P032,West,4,982.1464460872824,270.0163678802603
O101036,2024-04-28,C0041,P019,North,6,1577.736705783872,137.48639041444477
O101037,2023-03-30,C0035,P022,North,4,2458.1887615301525,399.79660075167334
O101038,2022-05-30,C0112,P011,North,3,1227.8781650893848,207.71840831746576
O101039,2022-03-17,C0087,P014,North,2,958.752856724649,59.259620921492576
O101040,2022-04-23,C0073,P023,South,3,2477.675841304844,156.7565950381306
O101041,2022-05-05,C0175,P005,East,4,3653.071817357579,879.0677219572503
O101042,2022-01-30,C0025,P028,South,8,6491.986492807139,812.2299423309432
O101043,2023-01-03,C0025,P010,South,9,2802.9189326550872,427.18458225839356
O101044,2023-08-29,C0119,P041,North,3,2945.9224819444357,562.7540595110413
O101045,2022-04-26,C0048,P034,South,3,1280.576552203459,183.56620021065177
O101046,2023-02-09,C0173,P007,East,1,252.1603550481517,61.46644591559198
O101047,2024-06-12,C0064,P002,West,9,4945.9233142911235,1340.919753464922
O101048,2024-03-20,C0054,P011,West,1,752.7571926714525,48.87612633415852
O101049,2023-04-28,C0187,P026,West,6,1049.6627590635999,219.22295522009483
O101050,2024-08-10,C0108,P043,East,4,2683.432892635772,347.2764728031478
O101051,2024-09-25,C0130,P026,East,8,6978.1610486714935,1366.4552595588452
O101052,2023-12-04,C0111,P046,East,8,2684.826675383031,459.04315280281605
O101053,2024-06-10,C0012,P013,South,1,723.8108909590367,96.57058144490026
O101054,2024-12-22,C0120,P036,North,8,3679.3421357151724,271.18190745310875
O101055,2022-03-31,C0036,P028,South,5,2363.6081441281176,448.7545899510464
O101056,2024-07-14,C0151,P016,South,7,2469.128396616151,193.0812520037018
O101057,2024-03-07,C0195,P015,West,4,2647.817667183623,235.73526527831075
O101058,2023-04-06,C0106,P021,West,5,2124.4966386356955,627.8818388447537
O101059,2022-01-27,C0055,P029,West,9,7630.314328038785,985.6557543193306
O101060,2024-04-17,C0063,P036,South,6,5799.689284467467,1137.3715408240337
O101061,2022-08-12,C0016,P018,North,6,5649.473472220992,666.9654572930259
O101062,2024-11-19,C0045,P019,East,2,493.6310713873794,131.49214143812935
O101063,2023-10-15,C0171,P029,West,6,676.6276199716528,81.76033074681989
O101064,2023-11-23,C0180,P047,West,9,4451.593563089477,630.8855730101119
O101065,2024-10-07,C0147,P038,South,4,3023.981347619872,611.137239236287
O101066,2022-08-27,C0079,P020,North,4,3918.8389660058597,1048.2764007564815
O101067,2024-12-09,C0082,P005,West,7,5635.560499904264,1431.7340871796466
O101068,2023-09-30,C0075,P037,South,4,2489.9775587213435,288.7501763569723
O101069,2024-09-15,C0044,P034,North,9,1113.458589059334,286.59170258300503
O101070,2023-09-10,C0095,P007,West,3,2528.9598670698574,569.771696253777
O101071,2023-05-05,C0159,P035,North,5,1297.15265268145,385.8472956431537
O101072,2023-02-19,C0083,P031,North,2,300.0917255362227,85.18461248551857
O101073,2022-07-06,C0116,P010,South,2,1730.6459252376758,317.2000201624847
O101074,2022-11-12,C0017,P032,West,7,4267.3804675936435,1013.4267087876128
O101075,2022-09-02,C0159,P043,West,1,215.6964380744044,41.53125459896285
O101076,2024-06-25,C0119,P021,West,7,3135.218777996711,623.1211596351646
O101077,2022-11-02,C0140,P031,North,1,176.987500503007,13.340469574337288
O101078,2024-09-18,C0065,P047,West,5,3371.0486311751088,170.44502968115998
O101079,2023-09-10,C0199,P002,South,8,2833.4763176672586,175.80755361057274
O101080,2023-06-15,C0154,P011,West,2,1758.9694364576744,513.016922115124
O101081,2023-05-08,C0195,P012,East,1,422.0164259377228,34.42263786127356
O101082,2022-07-01,C0194,P049,West,2,1090.340953435852,66.61702576506956
O101083,2023-11-25,C0030,P020,South,9,1414.5395197983985,180.22796891680184
O101084,2024-02-17,C0188,P042,West,1,348.0333549795729,68.57822720749319
O101085,2024-04-24,C0105,P042,East,5,3545.452722607688,1017.9532295379032
O101086,2022-07-04,C0107,P027,North,2,1525.2729819997521,343.1435526004407
O101087,2022-01-12,C0168,P009,West,9,2866.8570255909926,341.4089638881427
O101088,2023-06-06,C0096,P034,West,4,2213.7523553945484,630.3980927008835
O101089,2024-11-28,C0060,P002,North,3,2507.333984052164,147.9584524111632
O101090,2024-07-11,C0130,P031,North,2,883.8382896011996,260.52326928253063
O101091,2023-06-11,C0012,P037,West,4,881.5765624844412,57.002894988286926
O101092,2022-05-05,C0103,P024,North,5,2443.4167532561114,582.6632510651924
O101093,2023-11-05,C0128,P012,South,8,5124.526391110625,314.25842829221295
O101094,2022-02-05,C0173,P036,South,4,426.63470149256625,120.69084454634644
O101095,2023-03-16,C0096,P033,North,4,1654.843024050624,127.69840149196399
O101096,2022-05-28,C0018,P038,East,7,4526.845671639538,283.46995898960745
O101097,2023-04-25,C0109,P016,East,5,4783.603775201016,1302.6532267038845
O101098,2023-10-23,C0104,P014,East,6,2806.1631553685893,207.5114746582532
O101099,2023-01-31,C0144,P017,North,7,1726.725272519756,430.78829500705785
O101100,2022-11-13,C0199,P046,West,1,580.7971881701679,137.50876406914884
O101101,2023-11-12,C0054,P047,West,2,714.3542499794247,142.67048050234771
O101102,2022-04-19,C0027,P023,West,1,293.30145938330554,42.37932732736693
O101103,2024-02-24,C0083,P046,South,7,4419.540531876791,1232.5883639190959
O101104,2024-03-10,C0168,P013,East,4,3697.1807236110612,989.9952431541891
O101105,2022-10-18,C0133,P009,North,6,5110.210703432143,800.0636723508318
O101106,2024-04-16,C0089,P008,East,1,264.06328498218323,28.50067754330889
O101107,2024-07-28,C0087,P032,East,7,5525.040587604095,652.7444135221413
O101108,2023-07-20,C0088,P011,North,6,1841.2906256161941,193.48446568078342
O101109,2023-06-12,C0099,P020,South,3,1084.893403871692,201.04484125146485
O101110,2022-07-12,C0127,P047,North,1,928.0463561951399,247.913391576922
O101111,2023-12-07,C0157,P020,South,8,7359.561085139152,1791.339186454358
O101112,2022-01-29,C0112,P033,East,3,755.3030642719384,187.97802522788922
O101113,2023-12-10,C0108,P012,West,4,631.0906813245331,102.28220648039579
O101114,2022-08-31,C0019,P038,East,9,3274.2566362192847,427.65461439357847
O101115,2022-02-21,C0111,P045,South,3,1870.7926613999753,447.75353754598245
O101116,2024-05-07,C0115,P026,East,9,8002.822590312242,1987.2974702316233
O101117,2024-11-09,C0184,P019,West,7,1448.675550073094,324.26925581148
O101118,2023-03-11,C0012,P015,East,7,3314.2385638758733,192.3145941199623
O101119,2023-10-28,C0042,P027,East,6,2067.448848290838,408.1581747150242
O101120,2023-09-02,C0171,P019,West,6,680.6164230744954,93.0820938901291
O101121,2024-07-30,C0116,P038,North,1,809.6016347136986,80.18957431840579
O101122,2022-11-24,C0187,P047,West,7,5823.690542956367,1302.1703091978784
O101123,2022-09-24,C0103,P004,North,6,1794.6369335867087,210.20857686322324
O101124,2023-10-14,C0171,P037,South,5,1180.581125181656,328.4498168971406
O101125,2023-08-23,C0121,P013,North,6,1380.6286095598648,171.91555476513628
O101126,2022-04-26,C0118,P004,East,1,517.5524707878587,97.71139630915613
O101127,2022-01-07,C0110,P011,West,6,1931.076172153157,496.17175621706076
O101128,2023-03-05,C0023,P050,West,9,5041.980704156858,758.9672604882659
O101129,2023-06-22,C0153,P029,East,1,446.3665634366558,114.78962955454519
O101130,2024-02-21,C0078,P035,South,1,289.8012744108921,66.92209828879209
O101131,2024-08-20,C0158,P029,North,8,6208.580884812663,1739.74673268735
O101132,2024-08-04,C0102,P042,East,5,1176.6375065112024,154.67916714075758
O101133,2023-07-30,C0166,P023,North,7,5733.0845833687545,437.18792392144553
O101134,2024-10-05,C0169,P010,South,9,5447.715707891368,858.4912153342566
O101135,2023-01-26,C0125,P050,South,4,3395.333713635199,836.7914268233886
O101136,2023-11-04,C0001,P044,North,2,208.56627212582904,33.91470671487618
O101137,2024-07-01,C0132,P043,South,4,3097.0786685277385,357.70324092956025
O101138,2022-03-12,C0178,P009,North,3,439.0921017780114,24.984689402972254
O101139,2024-07-08,C0036,P050,West,9,8595.79962420635,1102.4624531641532
O101140,2023-05-23,C0157,P016,East,4,2929.862158205926,669.0201884042395
O101141,2023-02-25,C0017,P039,West,7,2717.085430914555,236.1240681572874
O101142,2023-06-26,C0158,P022,East,2,775.7308871223494,104.89421037798009
O101143,2022-04-18,C0012,P030,West,2,1750.6862834935253,96.3890498002174
O101144,2023-11-24,C0199,P001,East,7,6387.89280925175,1472.018039249783
O101145,2023-01-25,C0070,P044,West,8,7219.3276234789555,1950.4512434504893
O101146,2023-08-21,C0019,P037,South,5,4139.331316548474,795.2983332650987
O101147,2022-02-02,C0012,P030,East,7,5859.90173126915,330.89708609140934
O101148,2024-06-23,C0149,P012,East,1,615.4911125898036,64.26116706669416
O101149,2024-01-17,C0190,P015,South,4,501.6317906166453,80.06910389786398
O101150,2022-06-21,C0182,P018,East,7,1246.6716769716681,245.46380024719514
O101151,2023-02-26,C0165,P033,West,4,2738.39169786232,476.66933890977
O101152,2024-06-09,C0196,P049,South,8,3688.389154354594,1028.9370558239684
O101153,2022-01-22,C0194,P044,East,6,3663.4720065445654,1042.840567692984
O101154,2024-11-14,C0185,P021,East,7,2155.789022519411,165.53897674543444
O101155,2022-08-12,C0179,P049,North,6,4106.852737673236,347.4303761423649
O101156,2023-02-20,C0197,P023,North,5,1592.7329488700332,222.20811149782875
O101157,2023-04-25,C0187,P010,East,7,3603.12062724473,559.596054334994
O101158,2024-06-08,C0015,P007,North,3,1592.5437288961916,312.96139547291136
O101159,2024-02-17,C0092,P029,East,3,779.7042205657299,189.6941910485314
O101160,2023-09-15,C0038,P013,North,3,2665.760861246627,223.76910198926868
O101161,2024-12-26,C0136,P008,East,4,2292.955802583232,574.752127255321
O101162,2022-06-24,C0132,P021,East,8,7040.843201156091,1425.82058591915
O101163,2024-11-05,C0077,P003,West,9,3026.5391335169847,893.4982581895439
O101164,2022-11-30,C0077,P007,East,7,1785.7164564492857,379.9860324874265
O101165,2022-08-14,C0169,P022,West,1,116.2149828581167,26.615889629977207
O101166,2022-01-01,C0010,P043,West,8,1475.8255500308524,145.81483565876286
O101167,2024-08-09,C0113,P025,South,9,2094.5118995815565,507.3232236378391
O101168,2024-07-25,C0164,P023,East,6,1025.8200368410355,71.6192101698521
O101169,2024-08-22,C0171,P025,South,2,1814.3827312559374,388.5185080537401
O101170,2022-06-28,C0056,P027,West,9,8282.650294328287,529.2052571745082
O101171,2022-08-20,C0068,P046,North,2,1887.252810095079,148.72770427026646
O101172,2022-11-19,C0154,P008,South,8,7710.998023344815,593.489058177441
O101173,2023-08-29,C0173,P013,North,9,4883.863540661499,308.27442969622433
O101174,2022-05-28,C0118,P018,East,2,1154.0443462849105,150.35435518261332
O101175,2024-12-25,C0045,P050,East,2,435.4947714323944,130.03356266599585
O101176,2022-02-04,C0053,P026,South,6,1340.0810038611137,183.66660052751615
O101177,2023-07-11,C0172,P024,North,1,795.4807947904608,191.06969678952012
O101178,2023-07-17,C0171,P022,East,8,6961.249405820534,578.3354072948235
O101179,2022-03-17,C0183,P028,West,1,806.2429875679829,131.91971097245417
O101180,2024-07-03,C0028,P049,North,3,2553.3548354863733,245.83434524049812
O101181,2022-05-07,C0168,P016,South,7,2442.3929871982887,239.41384463398404
O101182,2024-10-16,C0054,P022,West,3,1558.377617660586,116.7575613082158
O101183,2023-03-20,C0173,P046,West,7,3592.956115390938,567.7267262046987
O101184,2022-08-02,C0085,P026,West,5,4978.775314137785,342.9566154015966
O101185,2022-03-06,C0134,P023,East,7,6679.821526729324,1853.3354471983032
O101186,2024-07-27,C0107,P023,West,2,1277.274991566811,206.886719442988
O101187,2022-11-09,C0103,P023,East,2,448.35163965324807,116.4107081005053
O101188,2023-11-11,C0179,P042,East,2,665.4728695352189,196.2253979650763
O101189,2022-12-06,C0091,P006,East,9,3846.4685953520598,844.0875112464929
O101190,2022-09-02,C0109,P031,North,8,7087.123949792694,1951.6358169599707
O101191,2022-04-22,C0045,P013,North,7,1774.984479499279,148.81803595524636
O101192,2022-04-11,C0117,P028,North,9,2679.9500246876514,690.0828741642898
O101193,2022-02-27,C0041,P006,East,9,3730.0160025255987,439.4120483851618
O101194,2024-10-17,C0038,P006,North,2,1868.4383395760904,314.17699072409545
O101195,2024-02-10,C0117,P035,North,8,4427.447053589987,937.0499638382769
O101196,2022-05-26,C0192,P049,West,8,5457.219463502249,1505.5698930015908
O101197,2024-11-24,C0190,P001,West,9,4036.508771068445,1121.1340555138934
O101198,2023-03-05,C0177,P043,South,9,2427.0290999785807,177.235242374044
O101199,2022-08-09,C0147,P023,East,9,2704.684353008689,381.73609925487216
O101200,2023-06-12,C0182,P009,North,3,2467.212294852874,612.593520218586
O101201,2023-04-26,C0162,P016,West,8,7233.070675902835,1633.1494028113088
O101202,2022-12-11,C0125,P045,South,5,2718.840451519152,153.85404595572302
O101203,2024-12-29,C0096,P041,West,7,2949.065522993316,479.1416095530221
O101204,2022-10-14,C0010,P030,North,4,3308.2064914981443,851.2454426706272
O101205,2022-10-01,C0188,P024,West,9,6352.067678155515,1489.0587516743244
O101206,2023-04-24,C0015,P004,East,8,1094.2926378965587,167.38568081194978
O101207,2023-09-13,C0137,P026,West,1,415.6668089945296,97.17885990540469
O101208,2022-09-29,C0143,P035,North,4,2855.8227216497507,536.3311529747357
O101209,2024-12-28,C0005,P020,East,2,1232.623676523759,342.8632115514694
O101210,2023-09-15,C0002,P029,North,4,3921.0423118464014,771.5897389071583
O101211,2024-07-26,C0109,P010,North,9,7915.534563624853,1188.7830389494031
O101212,2024-10-28,C0067,P048,East,9,1383.8810864232141,367.73893717728237
O101213,2024-09-16,C0117,P011,East,5,3765.9605705256226,235.24905198242357
O101214,2023-01-11,C0141,P012,North,8,3221.551608779441,886.3379586223027
O101215,2022-03-14,C0052,P007,South,6,4283.24659666411,959.8186106570888
O101216,2023-07-26,C0023,P039,West,7,4588.514892375797,1308.4217442217478
O101217,2022-06-28,C0197,P031,North,2,1105.490466464314,124.50720947890149
O101218,2024-02-27,C0183,P017,North,2,1735.309197811199,388.2413188443253
